Wall time,Step,Value
1565732303.4528513,9350,1.174489974975586
1565732307.657506,9390,1.0512309074401855
1565732310.8234372,9420,1.1858867406845093
1565732313.95984,9450,1.2199451923370361
1565732317.0734856,9480,1.1740435361862183
1565732318.120681,9490,1.2114959955215454
1565732320.2568665,9510,1.1477725505828857
1565732321.2715766,9520,1.1497879028320312
1565732322.3079863,9530,1.1299304962158203
1565732323.3489218,9540,1.1723458766937256
1565732325.4694571,9560,1.1976780891418457
1565732326.558981,9570,1.2220110893249512
1565732327.6362689,9580,1.155828833580017
1565732328.7056606,9590,1.257048487663269
1565732329.757259,9600,1.3414952754974365
1565732330.784961,9610,1.129944086074829
1565732331.8303297,9620,1.0748674869537354
1565732332.8686912,9630,1.1253056526184082
1565732333.9155624,9640,1.1824713945388794
1565732335.9862957,9660,1.2148072719573975
1565732337.0217853,9670,1.2062739133834839
1565732339.1239817,9690,1.178462266921997
1565732341.2275226,9710,1.2672947645187378
1565732342.273414,9720,1.3337923288345337
1565732344.3513381,9740,1.2728102207183838
1565732346.4276624,9760,1.123270034790039
1565732347.469213,9770,1.229841947555542
1565732348.5193093,9780,1.1609083414077759
1565732349.5779016,9790,1.1713773012161255
1565732352.660757,9820,1.2386524677276611
1565732353.6646898,9830,1.2348779439926147
1565732354.7180645,9840,1.3969365358352661
1565732355.7641268,9850,1.18776273727417
1565732357.8230152,9870,1.056799292564392
1565732358.8660257,9880,1.0727893114089966
1565732367.227802,9960,1.244109034538269
1565732368.2738895,9970,1.1694468259811401
1565732370.3532686,9990,1.1343179941177368
1565732371.4120176,10000,1.1767421960830688
1565732373.7740304,10020,1.1867984533309937
1565732374.8143167,10030,1.1508108377456665
1565732375.8412197,10040,1.1312787532806396
1565732376.8842518,10050,1.2030494213104248
1565732379.9219506,10080,1.289570927619934
1565732380.96878,10090,1.2637487649917603
1565732383.0624893,10110,1.249833345413208
1565732384.106425,10120,1.2202271223068237
1565732385.1544187,10130,1.109170913696289
1565732386.1687727,10140,1.1585718393325806
1565732389.3049057,10170,1.2182648181915283
1565732397.669974,10250,1.178147554397583
1565732398.7133555,10260,1.138838291168213
1565732399.7558146,10270,1.2584458589553833
1565732401.8708394,10290,1.0453317165374756
1565732403.9938912,10310,1.1791720390319824
1565732405.0487027,10320,1.208423137664795
1565732406.1113877,10330,1.1402355432510376
1565732408.22579,10350,1.2537392377853394
1565732409.273133,10360,1.0840705633163452
1565732410.3205235,10370,1.230480670928955
1565732411.3714232,10380,1.2087297439575195
1565732412.4094985,10390,1.270599126815796
1565732415.5720267,10420,1.1293575763702393
1565732416.6219835,10430,1.2506279945373535
1565732417.6760619,10440,1.276571273803711
1565732422.875139,10490,1.1502916812896729
1565732423.9565413,10500,1.1375224590301514
1565732424.9805007,10510,1.0939908027648926
1565732426.030139,10520,1.11091148853302
1565732428.1210868,10540,1.2586363554000854
1565732429.1388025,10550,1.1649093627929688
1565732431.2020097,10570,1.1973726749420166
1565732437.518936,10630,1.0674991607666016
1565732438.5676844,10640,1.2995820045471191
1565732440.6309187,10660,1.1046606302261353
1565732441.675382,10670,1.072698712348938
1565732442.7272387,10680,1.2656128406524658
1565732446.9479778,10720,1.0924336910247803
1565732447.9678738,10730,1.2496349811553955
1565732449.011196,10740,1.1061328649520874
1565732450.0438673,10750,1.1186141967773438
1565732451.0926778,10760,1.1871488094329834
1565732452.1413689,10770,1.0788835287094116
1565732453.197139,10780,1.1149768829345703
1565732455.2893507,10800,1.2059988975524902
1565732456.318959,10810,1.1784648895263672
1565732457.334566,10820,1.0678610801696777
1565732458.3691647,10830,1.2316174507141113
1565732459.412423,10840,1.135701060295105
1565732460.4709709,10850,1.2041635513305664
1565732461.511189,10860,1.1857140064239502
1565732465.6910768,10900,1.1174075603485107
1565732467.7367094,10920,1.2083340883255005
1565732468.7661958,10930,1.0988539457321167
1565732474.0109556,10980,1.237532377243042
1565732475.0342784,10990,1.1299444437026978
1565732477.3953905,11010,1.136441946029663
1565732479.4611802,11030,1.3193013668060303
1565732480.4973025,11040,1.065149188041687
1565732481.536558,11050,1.2435088157653809
1565732483.650518,11070,1.2940698862075806
1565732486.8260798,11100,1.1518278121948242
1565732487.867616,11110,1.103329062461853
1565732490.9878254,11140,1.2213120460510254
1565732493.0489492,11160,1.3111591339111328
1565732496.1697936,11190,1.1593936681747437
1565732499.318452,11220,1.1639426946640015
1565732500.367359,11230,1.2177269458770752
1565732502.474379,11250,1.1070611476898193
1565732503.518764,11260,1.0661399364471436
1565732504.5798903,11270,1.0577338933944702
1565732505.619585,11280,1.0930476188659668
1565732506.6336172,11290,1.2600148916244507
1565732507.6889486,11300,1.0831633806228638
1565732508.7454033,11310,1.2730965614318848
1565732510.8511298,11330,1.139242172241211
1565732511.9101737,11340,1.1071938276290894
1565732512.9531777,11350,1.2754179239273071
1565732516.0338726,11380,1.1220747232437134
1565732517.0429583,11390,1.0256067514419556
1565732519.1697857,11410,1.2463256120681763
1565732527.561677,11490,1.0749258995056152
1565732528.609613,11500,1.1558005809783936
