Wall time,Step,Value
1565735323.2545216,18580,0.703125
1565735324.3006787,18590,0.66796875
1565735331.6415536,18660,0.7109375
1565735333.7496774,18680,0.68359375
1565735334.7734325,18690,0.65234375
1565735340.9194407,18750,0.66796875
1565735341.9482992,18760,0.69140625
1565735342.9936838,18770,0.72265625
1565735344.0437486,18780,0.6796875
1565735345.095558,18790,0.67578125
1565735347.1873863,18810,0.70703125
1565735350.3047917,18840,0.63671875
1565735357.558648,18910,0.73046875
1565735358.5878136,18920,0.7109375
1565735359.6333597,18930,0.71484375
1565735369.3309553,19020,0.6640625
1565735372.472555,19050,0.66015625
1565735373.5581675,19060,0.7421875
1565735377.7778938,19100,0.65234375
1565735378.8164778,19110,0.71875
1565735379.8252928,19120,0.68359375
1565735380.8176465,19130,0.75
1565735383.9128873,19160,0.62890625
1565735384.9442756,19170,0.65625
1565735385.991705,19180,0.6328125
1565735387.0425165,19190,0.69140625
1565735391.2252579,19230,0.6796875
1565735392.250563,19240,0.62890625
1565735393.246413,19250,0.6328125
1565735396.3589895,19280,0.65625
1565735398.4536927,19300,0.70703125
1565735400.5401602,19320,0.6796875
1565735402.6437666,19340,0.66796875
1565735403.692939,19350,0.734375
1565735404.7258804,19360,0.67578125
1565735406.7971156,19380,0.66796875
1565735407.8012888,19390,0.671875
1565735412.9563394,19440,0.70703125
1565735416.0757775,19470,0.70703125
1565735418.117716,19490,0.6796875
1565735421.2456374,19520,0.7265625
1565735424.3800678,19550,0.64453125
1565735425.420421,19560,0.70703125
1565735427.4989417,19580,0.73046875
1565735429.6028767,19600,0.65234375
1565735435.9114132,19660,0.703125
1565735436.9711227,19670,0.625
1565735439.0660894,19690,0.734375
1565735441.1657083,19710,0.6640625
1565735450.522669,19800,0.66796875
1565735451.547787,19810,0.67578125
1565735452.5723612,19820,0.671875
1565735453.575119,19830,0.72265625
1565735465.9976346,19950,0.66796875
1565735468.013316,19970,0.70703125
1565735470.0564249,19990,0.67578125
1565735472.4037173,20010,0.69921875
1565735476.572781,20050,0.71484375
1565735477.6264505,20060,0.7109375
1565735478.670183,20070,0.7421875
